0 , /outAmt_3 , 0
0 , /outAmt_2 , 0
0 , /outAmt_1 , 0
/fm 4 , /op3-op1 , 0
/fm 4 , /op1-op1 , 0
/fm 4 , /Rel_2 , 47.2441
/fm 4 , /op1-op3 , 0
/fm 4 , /outAmt_3 , 34
/fm 4 , /Att_3 , 70.8661
/fm 4 , /op3-op2 , 0
/fm 4 , /Rel_1 , 826.772
/fm 4 , /op2-op1 , 0
/fm 4 , /op2-op2 , 0
/fm 4 , /op3-op3 , 0
/fm 4 , /op2-op3 , 0
/fm 4 , /op1-op2 , 8
/fm 4 , /Rel_3 , 314.961
/fm 4 , /Att_2 , 440.945
/fm 4 , /outAmt_2 , 46
/fm 4 , /outAmt_1 , 38
/fm 0 , /op3-op1 , 0
/fm 0 , /op1-op1 , 0
/fm 0 , /Rel_2 , 1000
/fm 0 , /op1-op3 , 0
/fm 0 , /outAmt_3 , 0
/fm 0 , /Att_3 , 291.339
/fm 0 , /Att_1 , 94.4882
/fm 0 , /op3-op2 , 0
/fm 0 , /Rel_1 , 1000
/fm 0 , /op2-op1 , 0
/fm 0 , /op2-op2 , 0
/fm 0 , /op3-op3 , 0
/fm 0 , /op2-op3 , 0
/fm 0 , /op1-op2 , 0
/fm 0 , /Rel_3 , 1000
/fm 0 , /Att_2 , 456.693
/fm 0 , /outAmt_2 , 0
/fm 0 , /outAmt_1 , 0
/fm 2 , /outAmt_3 , 0
/fm 2 , /Att_1 , 118.11
/fm 2 , /op2-op1 , 0
/fm 2 , /op2-op2 , 0
/fm 2 , /op3-op3 , 2
/fm 2 , /op2-op3 , 6
/fm 2 , /op1-op2 , 40
/fm 2 , /outAmt_2 , 80
/fm 2 , /outAmt_1 , 44
/fm 3 , /op3-op1 , 0
/fm 3 , /op1-op1 , 0
/fm 3 , /op1-op3 , 0
/fm 3 , /outAmt_3 , 0
/fm 3 , /op3-op2 , 31
/fm 3 , /op2-op1 , 22
/fm 3 , /op2-op2 , 0
/fm 3 , /op3-op3 , 0
/fm 3 , /op2-op3 , 0
/fm 3 , /op1-op2 , 0
/fm 3 , /outAmt_2 , 0
/fm 3 , /outAmt_1 , 92
/fm 1 , /op3-op1 , 0
/fm 1 , /op1-op1 , 0
/fm 1 , /Rel_2 , 244.094
/fm 1 , /op1-op3 , 0
/fm 1 , /outAmt_3 , 100
/fm 1 , /Att_3 , 275.591
/fm 1 , /Att_1 , 346.457
/fm 1 , /op3-op2 , 0
/fm 1 , /Rel_1 , 708.661
/fm 1 , /op2-op1 , 0
/fm 1 , /op2-op2 , 0
/fm 1 , /op3-op3 , 0
/fm 1 , /op2-op3 , 0
/fm 1 , /op1-op2 , 0
/fm 1 , /Rel_3 , 496.063
/fm 1 , /Att_2 , 220.472
/fm 1 , /outAmt_2 , 0
/fm 1 , /outAmt_1 , 0
/one 0 , /outAmt_3 , 0
/one 0 , /outAmt_2 , 0
/one 0 , /outAmt_1 , 0
